x,noiseless_reference_ux,noiseless_reference_uy,ibm_eagle_noisy_ux,ibm_eagle_noisy_uy,neutral_atom_noisy_ux,neutral_atom_noisy_uy
0,0.7605182926829268,-0.2605182926829268,0.10014926480886412,-0.19499437066889175,0.7650976099251962,-0.26509760992519615
1,-0.2383314165229059,-0.7616685834770941,0.10803520502974054,-0.21685459674830138,-0.24064381499726328,-0.7593561850027367
2,0.7454414171560604,-0.24544141715606044,0.04323974916070411,-0.1573386925274228,0.751736246586032,-0.251736246586032
3,-1.0,-1.0,0.07260097140027821,-0.044016575106688986,-0.991147669408539,-0.9977477477477478
4,0.5,0.0,-0.01572617946345976,-0.17112166279603835,0.5,0.0
5,0.0,0.0,0.1238120024494795,-0.12345937946519697,0.25,-0.25
6,0.0,0.0,0.058272781521431886,-0.07072222474254865,0.0,0.0
7,0.0,0.0,0.11506641584766585,-0.04069090397215397,0.0,0.0
