y,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.1956249598395008,0.15395676555287224,-0.3206249598395008,-0.13126093898231686
1,0.19284987015053856,0.11320964332961625,-0.31784987015053856,-0.2000735689793822
2,0.0,0.14020503455364228,-0.25,-0.13268437822810392
3,0.0,0.10031266885169837,-0.25,-0.11536880596743466
