y,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.07561098717538633,0.08853853850377671,0.049389012824613665,0.02199525948452906
1,0.0588719473213144,0.08071364089113367,0.0661280526786856,-0.110301106869681
2,-0.25,-0.2987281605803504,0.5,0.5274674156054004
3,-0.25,-0.10794890341387171,0.5,0.3759063986088199
