x,noiseless_reference_ux,noiseless_reference_uy,ibm_eagle_noisy_ux,ibm_eagle_noisy_uy,neutral_atom_noisy_ux,neutral_atom_noisy_uy
0,-0.23015067147068458,-0.2698493285293154,-0.060917334970517885,0.013255439161966157,-0.26961667868300887,-0.22928683008892092
1,0.7596953578336557,0.24030464216634428,-0.00938820946145474,0.020701736746829257,0.7459920831271648,0.25507174666006927
2,-0.24950926825319736,-0.25049073174680264,0.0365194856218928,0.01867435060519516,-0.23483517149436434,-0.26516482850563566
3,1.0,1.0,-0.055442920681986654,-0.013740425006177419,0.9896650413398347,0.9849480602077592
4,-0.5,0.0,-0.05428104523267424,0.009383839546780001,-0.5,0.0
5,0.0,0.0,0.015661485604866725,0.015066247509628627,0.25,0.5
6,0.0,0.0,-0.10574817315388492,0.082613256121602,-0.25,0.25
7,0.0,0.0,-0.01743569601385784,0.010451991056861442,0.0,0.0
