y,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.19159340197718966,0.05878419836801806,-0.31659340197718966,-0.13320105448527805
1,0.19222074468085104,0.05545204809928425,-0.31722074468085104,-0.13095725480866807
2,0.0,0.06106115223429002,-0.25,-0.10119340100041102
3,0.0,0.12742770667575987,-0.25,-0.14424749271926432
