y,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.1910025922497712,0.11849127365671687,-0.31600259224977123,-0.18224467187493293
1,0.18016501040768898,0.19183088587517616,-0.30516501040768895,-0.15428674720920277
2,0.0,0.22091879561099378,-0.25,-0.22079395711549188
3,0.0,0.11960606844617594,-0.25,-0.15588285702959043
