y,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.1910025922497712,0.19873823234486654,-0.31600259224977123,-0.3215643193013883
1,0.18016501040768898,0.31653070145559414,-0.30516501040768895,-0.44153070145559414
2,0.0,0.002252252252252257,-0.25,-0.24887387387387389
3,0.0,0.0,-0.25,-0.25
