y,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.19217424410734396,-0.06901182708717449,-0.06717424410734396,0.07892367774642067
1,0.1978434649475429,-0.0009342425785622797,-0.0728434649475429,0.02247179766701433
2,0.0,-0.02218874769088017,0.25,-0.016220295208084788
3,0.0,-0.03338138678719144,0.25,-0.0069719623340076045
