x,baseline_ux,noisy_ux,baseline_uy,noisy_uy
0,0.7519293959963682,0.7650976099251962,-0.2519293959963682,-0.26509760992519615
1,-0.24786000982961992,-0.24064381499726328,-0.75213999017038,-0.7593561850027367
2,0.7382658191481721,0.751736246586032,-0.23826581914817208,-0.251736246586032
3,-1.0,-0.991147669408539,-1.0,-0.9977477477477478
4,0.5,0.5,0.0,0.0
5,0.0,0.25,0.0,-0.25
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
